_id,user_name,user_be_agreed,user_be_thanked,user_followees,user_followers,user_education_school,user_education_subject,user_employment,user_employment_extra,user_location,user_gender,user_info,user_intro
ObjectId(57ceb7f05b5ef00dfa342252),Beauty Vea,1059,274,119,5330,,,,,北京,female,,"

希望以后不再懒惰，分享一些生活中的东西。

"
ObjectId(57ceb7f35b5ef00dfa342253),释宣导,62825,11409,39,32723,,,,,,male,,"

张各庄迷信爆破专家小组常务副组长。"
ObjectId(57ceb7f55b5ef00dfa342254),王建雄,32675,8186,260,123567,南昌大学,历史学 硕士,,编剧,北京,male,,"

想要？不给！

"
ObjectId(57ceb7f75b5ef00dfa342255),罗威,2685,684,219,1210,北京林业大学,工商管理,百度,高级产品经理,北京,male,,"

独立音乐人/鼓手，作品:"
ObjectId(57ceb7f95b5ef00dfa342256),郭佳,10598,2135,159,4113,北京邮电大学,电子工程学院,上海亿览 汽车后市场,CTO,上海,male,,"

招 PHP 基础的开发者，有意私信，上海徐汇

"
ObjectId(57ceb7fc5b5ef00dfa342257),孟奇,843,257,81,1738,,,MengQiMusic,合成器制作,北京,male,,"

"
ObjectId(57ceb7fe5b5ef00dfa342258),崔乔,16,15,46,15,中国音乐学院,音乐声学,中国音乐学院,,望京SOHO,female,,"

想把握音乐脉搏，想落实中国强音。

"
ObjectId(57ceb8005b5ef00dfa342259),Becky Chua,34,30,61,63,,,,,北京,female,,
ObjectId(57ceb8025b5ef00dfa34225a),王建硕,30,14,438,60520,,,,,,male,,
ObjectId(57ceb8055b5ef00dfa34225b),古鑫桐,0,0,41,30,浙江大学,计算机技术,,,上海,male,,
ObjectId(57ceb8075b5ef00dfa34225c),陆嘉仁,1,3,10,7,,,,,,male,,
ObjectId(57ceb8095b5ef00dfa34225d),Ami,163,57,77,21009,,,,,上海,male,,"

互联网产品经理/产品设计/用户研究。UCDChina上海书友会舵主之一。IT宅，ACG宅，爱收集娃娃，爱摄影，爱旅行，爱美食

"
ObjectId(57ceb80c5b5ef00dfa34225e),陳金餅,51,38,103,152,,,,,,female,,
ObjectId(57ceb80e5b5ef00dfa34225f),lomoka lomoka,0,0,17,4,,,,,,female,,
ObjectId(57ceb8105b5ef00dfa342260),kaisen,25,12,217,15,,,,,,female,,
ObjectId(57ceb8125b5ef00dfa342261),玛莉莲·梦圆儿,15172,8653,48,10040,罗彻斯特大学 (University of Rochester),金融硕士,优形,运营经理,上海,female,,"

成功减肥35斤 研究各种好吃不胖的瘦身美食/上到古典爵士民谣下到金属迷幻dubstep都是偶滴爱/人生苦短必须性感/十年老股民，CFA要过二级!/ doctor who的脑残死忠粉／微信公众号：smartecho39

"
ObjectId(57ceb8145b5ef00dfa342262),莊謙,66512,17731,31,32999,,,,,,male,,"

明日隔山，世事茫茫。

"
ObjectId(57ceb8175b5ef00dfa342263),吴季玄,13361,2601,118,6700,南昌大学,古典文献,八幡宫,征夷大将军,,male,,
ObjectId(57ceb8195b5ef00dfa342264),谢仲,23,3,42,6,,,,,,female,,"

等待火焰熄灭，引力消失，否则燃烧殆尽。

"
ObjectId(57ceb81b5b5ef00dfa342265),李让眉,9882,2163,117,8493,弗莱堡大学,宏观经济学,保险资管,,北京,female,,"

能诗。

"
ObjectId(57ceb81d5b5ef00dfa342266),梅珺淇,22,2,18,13,,,,,天津,male,,
ObjectId(57ceb81f5b5ef00dfa342267),赵鹏伟,25,9,21,35,北京交通大学,通信工程 & 经济学,外语教学与研究出版社,,北京市海淀区上地,male,,"

讲文明，树三观

"
ObjectId(57ceb8225b5ef00dfa342268),田共,0,0,15,5,,,,,,male,,
ObjectId(57ceb8245b5ef00dfa342269),薛蛮子,125,53,43,46866,,,,,,male,,
ObjectId(57ceb8265b5ef00dfa34226a),金六月,2491,867,62,27846,北京大学,芝加哥大学,高德公司,CMO,移动互联网,female,,
ObjectId(57ceb8285b5ef00dfa34226b),思想流氓,42,15,63,32,,,,,深圳,male,,
ObjectId(57ceb82a5b5ef00dfa34226c),陈大有,323,115,5,2011,CASS Business School,Mathematical Trading and Finance,,期权交易,上海,male,,
ObjectId(57ceb82d5b5ef00dfa34226d),用python的交易员,7193,559,33,11313,CASS Business School,Mathematical Trading and Finance,青木资本,,上海,male,,"

严重睡眠缺乏中

"
ObjectId(57ceb82f5b5ef00dfa34226e),Jianchi Chen,37212,8662,393,24685,加州理工学院 (Caltech),学士,Prop Trading Shop,Algo Trader,芝加哥（Chicago）,male,,"

Raise a glass to freedom

"
ObjectId(57ceb8315b5ef00dfa34226f),Micheala Lin,1536,276,94,162,西南财经大学,,,,上海,female,,"

人在囧途，处处有惊喜。

"
ObjectId(57ceb8345b5ef00dfa342270),司机不养狗,1,4,59,9,,,,,,male,,
ObjectId(57ceb8365b5ef00dfa342271),欧阳逍遥,502,196,45,227,成都农业科技职业学院,畜牧兽医,,,成都,male,,"

知乎者也？古人云“自幼曾攻经史，长成亦有权谋。恰如猛虎卧荒丘，潜伏爪牙忍受，不幸刺文双颊，那堪配在江州。他年若得报怨仇，血染浔阳江口”。古人又云“曾是天才少年，更有如日中天。奈何英雄难再，已成疲惫不堪”。基本上就是这样了。(ಡωಡ)hiahiahia (º﹃º )→_→

"
ObjectId(57ceb8375b5ef00dfa342272),陈筱,69,38,5,96,,,,,,female,,"

525心理网站注册心理咨询师"
ObjectId(57ceb83a5b5ef00dfa342273),心理学生锐,1728,1103,193,1706,广东医科大学,应用心理学,警察,,广东省,male,,"

有生之年，欣喜相逢。一枚心理学系学生、小警察（科普心理学，不接心理咨询，有事请私信）

"
ObjectId(57ceb83c5b5ef00dfa342274),姜大山,2284,924,128,1652,不列颠哥伦比亚大学 (University of British Columbia),公共卫生,不列颠哥伦比亚大学 (University of British Columbia),Research,温哥华,male,,"

大丈夫在最艰难的时刻，也不能须臾忘记自己的志向

"
ObjectId(57ceb83f5b5ef00dfa342275),韩东燃,74362,16485,389,34627,北京大学,化学,哈佛大学 (Harvard University),Postdoctoral Research Associate,Boston,male,,"

【1】欢迎关注我的知乎专栏【花开无痕】。"
ObjectId(57ceb8405b5ef00dfa342276),哈哈哈,5659,1848,5,2811,,,,,,male,,
ObjectId(57ceb8435b5ef00dfa342277),雷幺幺,245671,48042,177,110197,,,某民营企业,主管,上海,female,,"

我申请微博账号啦！！"
ObjectId(57ceb8455b5ef00dfa342278),启勋,4116,896,224,405,,,私营,私营业主,,male,,"

相信自己，才能说服别人。狗/摄影/美食/NBA /冷幽默/创业/私营/偶尔匿名 /头像本人

"
ObjectId(57d15d1a5b5ef01f4a7b2c3c),莫名,60,13,168,18,武汉大学,软件工程,,,武汉,male,,"



"
ObjectId(57d15f345b5ef0209f978485),莫名,60,13,168,18,武汉大学,软件工程,,,武汉,male,,"



"
ObjectId(57d15f905b5ef020c8378285),莫名,60,13,168,18,武汉大学,软件工程,,,武汉,male,,"



"
ObjectId(57d15f925b5ef020c8378286),路箩筐,0,0,10,9,,,,,,male,,
ObjectId(57d15f945b5ef020c8378287),倪朝浩,45,13,200,78,浙江大学,计算机,,,杭州,male,,"

..

"
ObjectId(57d15f995b5ef020c8378288),Liu Tone,1953,761,127,1369,南京大学,,,,香港,male,,"

一名走上科研不归路的老学渣

"
ObjectId(57d15f9c5b5ef020c8378289),大湿,12981,4780,7,19112,,性科学,性媒体 www.idashi.org,创始人,上海,male,,"

喜欢研究性学，做过安全套，科普早泄、技巧、初夜、处女情结等两性最关心知识! 咨询请关注微信【idashiorg】官网"
ObjectId(57d15fa15b5ef020c837828a),青小杏,17188,6069,58,25100,,,易生活教育,负责人,香港,female,,"

我是三观最正的知心姐姐青小杏。欢迎访问"
ObjectId(57d15fa35b5ef020c837828b),原味华哥,30039,6372,225,8617,,,,,广东,female,,"

▪️火车头（因为污污污污污） "
ObjectId(57d15fa55b5ef020c837828c),Hao Wang,29647,4275,41,3103,敬业乐群，饮水思源,,反正就是那些要加班的,开会、出差、拆模型、忽悠群众,香港,male,,"

比上不足，比下有余的特别行政区打工人士；"
ObjectId(57d15faa5b5ef020c837828d),windleavez,381978,61501,172,89258,,,,,上海,male,,"

低头不见脚，风过青丝少。

"
ObjectId(57d15faf5b5ef020c837828e),EliseZhang,4846,794,18,2748,上海交通大学,化学工程与技术,,,上海,female,,"

一只张昱头

"
ObjectId(57d15fb15b5ef020c837828f),长河,2175,879,133,18374,,,,,北京,male,,"

比忍住伤感更悲伤的事情是没有的。

"
ObjectId(57d15fb35b5ef020c8378290),熊焰,86,48,77,162,,,,,,male,,
ObjectId(57d15fb85b5ef020c8378291),中发小白白Chow,65,13,99,8,幼儿园,,,,,female,,
ObjectId(57d15fba5b5ef020c8378292),不胖妞,40231,6094,268,24840,,,,,,female,,"

世界太大，多看少说，基本弃号。

"
ObjectId(57d15fbc5b5ef020c8378293),邵苏,68912,24738,90,66824,北京体育大学,体能训练硕士,北京古德体育科技有限公司,帮主,北京,male,,"

2011年国家女子曲棍球康复师2013年北京拳击体能师2014年国家击剑和安徽击剑体能师。关注古德体育微信，让你也变得更专业！PS：有事麻烦微博@古德体育，私信不回复。本人已委托维权骑士（"
ObjectId(57d15fbf5b5ef020c8378294),Stove3,392,113,263,352,,传播学,拉勾网,SaaS产品经理,北京,male,,
ObjectId(57d15fc35b5ef020c8378295),刘锤,12120,4245,99,7488,,,某网站,物业安保人员,北京,male,,"

1

"
ObjectId(57d15fc65b5ef020c8378296),野次,358,212,54,186,北京邮电大学,计算机科学与技术,攻城课堂 gongchengketang.com,炊事班总干事,北京,male,,"

互联网啥的都研究研究，曾经是个war3，星际1，cs都玩的中低手~~灌篮高手死忠粉。 现在折腾一个小网站 "
ObjectId(57d15fca5b5ef020c8378297),牛小k,3,2,17,34,北京邮电大学计算机院,计算机科学与技术专业学生,大House,监工,帝毒[堵赌],male,,"

骑摩托车的一个搬砖工

"
ObjectId(57d15fce5b5ef020c8378298),Min Xu,83,26,26,24,北京邮电大学,,,,合肥,male,,
ObjectId(57d15fd05b5ef020c8378299),小岛,0,0,62,24,北京邮电大学,计算机科学与技术,,,,female,,
ObjectId(57d15fd25b5ef020c837829a),戴绍鹏,0,0,33,27,中国科学院计算技术研究所,,博士,,北京,male,,
ObjectId(57d15fd45b5ef020c837829b),邵军超,0,0,8,7,,,,,,male,,
ObjectId(57d15fd75b5ef020c837829c),杨强,37,6,42,38,中科院计算技术研究所,,,,北京,male,,"

知乎浅度使用者

"
ObjectId(57d15fde5b5ef020c837829d),Charlotte,0,0,27,148,,,,,北京,female,,
ObjectId(57d15fe05b5ef020c837829e),周天相,10,3,17,16,,,,,,male,,
ObjectId(57d15fe45b5ef020c837829f),成远,6405,2162,5566,164127,天津财经大学,保险,知乎,,北京,male,,"

给新世界讲故事的人。

"
ObjectId(57d15fe65b5ef020c83782a0),雕龙,1934,549,12,536,,,央视,纪录片编导,,male,,"

累b拍电视，烦p做后期，AE合成苦，fcp剪辑难。唯有摩托乐，啸聚三千里；又知潜水深，趴板最惬意。山岚穿空谷，马口煎小炉，若不玩海钓，安知kayak。这tmd不押韵啊。。。。。

"
ObjectId(57d15fe95b5ef020c83782a1),王怡蕊,13181,5674,101,243483,昆士兰大学,临床心理学,上海纽约大学 (NYU Shanghai),临床心理学家,上海,female,,"

澳大利亚一级荣誉学士、心理学博士。 澳洲注册临床心理学家（Licensed Clinical Psychologist）、美国心理学协会（APA）及澳洲心理学协会（APS）正式会员（full member）。职业经历包括国立大学、州立医院、私立诊所、跨国型NGO；目前在纽约大学上海分校任职。

"
ObjectId(57d15fec5b5ef020c83782a2),家族游戏,21994,3625,207,7107,山东大学/昆士兰大学,商学/经济学,星座性格治疗师,易经玄学宁静派疗法,河北唐山,male,,"

三年的抑郁症治疗史，家里面四个心理医生。 商人，民办教育的二代目，经济学/商学院毕业生，曾经供职于魅族市场营销部。AKB48粉丝，指原莉乃首推。个人资料中职业一栏暂时专用来黑非正规的心理咨询行业，并非事实。

"
ObjectId(57d15fee5b5ef020c83782a3),全方味Honey,3194,1242,23,3089,香港中文大学 (Chinese University of Hong Kong),广告,自由撰稿人,美食,伦敦（Greater London）,female,,"

美食博主/米其林餐厅/美食研究/美食评论/自由撰稿人/欢迎约稿/微信公众号：全方味Honey

"
ObjectId(57d15ff05b5ef020c83782a4),黄宝臣,3549,1802,186,1263,浙江大学,科学技术哲学,杭州小拇指汽修有限公司,数据分析师,杭州,male,,"

没有界限。

"
ObjectId(57d15ff25b5ef020c83782a5),莫索先,2175,886,9,1049,,,,,,male,,
ObjectId(57d15ffa5b5ef020c83782a6),张煜锟 Brian,1902,649,65,795,北现音,爵士乐（Jazz）,自由,爵士bass手&摄影师,香港,male,,"

半个老陕 在港混饭 可知论者 昔日爵士贝司手 现在半路出家摄影师（建筑，光绘） 自由潜水进阶中

"
ObjectId(57d15ffc5b5ef020c83782a7),瑪氏房屋mushroom,9518,2255,51,3265,,,,,,female,,"

不学无术但又什么都懂点儿。【两性情感咨询】【心理咨询】【占星】【tattoo】【drugs文化】爱好者。我们这些年轻貌美的又怎会说感情。

"
ObjectId(57d160005b5ef020c83782a8),Basskitten,65,18,92,408,,,,,温哥华,female,,
ObjectId(57d160025b5ef020c83782a9),丁丁,313,157,302,486,高中,,,,淮北,male,,"

皖北人.烘焙师，培讲师，研发师，甜点，西点，蛋糕，翻糖，巧克力，糖艺是我的特长。看电影是放松，旅游是我不可缺少的一部分，制作甜品是我人生一大乐趣，有他的陪伴是我这辈子的心愿，拥有自己的烘焙教室是我的理想，争取实现理想，等待他的出现，祝愿家人平安幸福！

"
ObjectId(57d160055b5ef020c83782aa),猫老师,788,158,122,764,刚果不拉柴夫尔斯基学堂,嘿嘿嘿专业,,,北京,male,,"

我是个普天下郎君领袖，盖世界浪子班头。愿朱颜不改常依旧，花中消遣，酒内忘忧。

"
ObjectId(57d160075b5ef020c83782ab),三千画轴,0,0,11,1,电子科技大学,财务管理,,,朝阳区,female,,"

不管走得多远，只要心中还有一丝微光，就有勇气重新出发。

"
ObjectId(57d160125b5ef020c83782ac),杜蜕大人,311,81,68,139,陕西理工学院,国贸,,,,male,,
ObjectId(57d160175b5ef020c83782ad),斑马不会飞,60,16,139,26,,,,,美国,male,,"

没有一见钟情的资本，少了日久生情的条件

"
ObjectId(57d160195b5ef020c83782ae),Luke LOU,26268,9038,152,5751,中国地质大学（武汉）,地理信息系统,自由职业,,杭州,male,,"

文博旅行请移步专栏"
ObjectId(57d1601e5b5ef020c83782af),释宣导,62892,11412,39,32771,,,,,,male,,"

张各庄迷信爆破专家小组常务副组长。"
ObjectId(57d160205b5ef020c83782b0),皮蛋他二叔,79975,13283,162,163655,就不...告诉你,,就不告诉你,,就不告诉你,male,,"

人总会经历这样的阶段，看见一座山，就以为看见了整个世界，读了一本书，就以为见识了真理本人。 经历一些事，就顶个大彻大悟的头衔开始招摇，遭遇一些情，就马上立个牌坊给人指点迷津。 越聪明伶俐，越自以为是，越偏执顽固，越五迷三道，越画地为牢自己团团转。

"
ObjectId(57d160235b5ef020c83782b1),今也平,7839,1459,81,810,上过大学,呵呵,,,,male,,
ObjectId(57d160245b5ef020c83782b2),孙渣,4491,800,0,11027,,,,,,male,,"

我们看到的猪稀，是一个愤怒的猪稀，一个忧虑的猪稀，一个纤细的猪稀，它热爱生活，却对改变现实十分无力，于是它将它的种种情感融入它的笔尖，喷射在纸上 

"
ObjectId(57d160275b5ef020c83782b3),清角,65160,13486,272,22797,悉尼大学 (University of Sydney),,,,,female,,
ObjectId(57d160295b5ef020c83782b4),高科,207527,83798,238,487605,,,,,北京,male,,"

《城市就是健身房》修订版开始预售，亚马逊链接："
ObjectId(57d1602d5b5ef020c83782b5),Luo Patrick,27575,10022,500,285957,北京大学,经济学,,,北京,male,,"

本人已委托维权骑士（"
ObjectId(57d160355b5ef020c83782b6),豆豆叶,3360,818,224,3842,中国科学技术大学,数学,,,美国,male,,"

Knowledge is not cheap."
ObjectId(57d160395b5ef020c83782b7),Suki,339,63,77,88,,,,,,female,,
ObjectId(57d1603b5b5ef020c83782b8),程玲玲,14382,665,578,4698,中央司法警官学院,,,,北京,female,,"

做军模的女汉子 猫奴 学法律的 热爱做饭不爱吃饭 夜猫子 呆

"
ObjectId(57d1603f5b5ef020c83782b9),程家二郎,2257,261,172,291,,,,,,male,,
ObjectId(57d160445b5ef020c83782ba),吕中豪,27275,5520,52,5473,,,,,,male,,"

历下鲰生，忝居儒门，虽貌恭而行僻，好舞文以污世。个人微博"
ObjectId(57d160465b5ef020c83782bb),土匪圆,16929,2950,233,6408,,,,,美国,female,,"

似善睐，视七百。"
ObjectId(57d1604a5b5ef020c83782bc),九日,43971,8489,555,12118,北京师范大学,历史,36 氪,挖掘工,北京,male,,"

一个不正常的倭黑猩猩，爱向正常发问。/微信：MarcusLynn。/已授权维权骑士（"
ObjectId(57d1604e5b5ef020c83782bd),林一芙,29,23,4,57,,,,,,female,,"

幼学艺，少习医，老来写文章。微博@林一芙"
ObjectId(57d160515b5ef020c83782be),苏莞尔,47330,16652,260,22260,,,,,北京,female,,"

神秘的十八线过气网红₍₍⁽⁽(ી( ･◡･ )ʃ)₎₎⁾⁾，特别爱删答案，新北漂一代，正在努力找工作中。评论区已经放弃，如果喜欢我或者有疑问，可以添加我的私人微信alicelapin或者私信我，方便的话可以介绍下自己哦，我们愉快的做盆友。已委托维权骑士（"
ObjectId(57d160525b5ef020c83782bf),小叶子,260,62,2,101,,,,,,female,,
ObjectId(57d160545b5ef020c83782c0),钻钻,0,1,4,9,,,,,上海,female,,"

消失的下雨天 我好想再淋一遍

"
ObjectId(57d160575b5ef020c83782c1),斯人,1748,1186,24,2456,对外经济贸易大学 (UIBE),金融学,金融,,北京,male,,"

考证投机倒把者

"
ObjectId(57d160595b5ef020c83782c2),Star Fu,256,85,205,361,Tsinghua,工商管理硕士（MBA）,,,广东省,male,,"

擅长证券投资、技术分析、交易系统等二级市场投资投机类问题。"
ObjectId(57d1605b5b5ef020c83782c3),F哥看金融,3074,1653,47,2276,,,,,北京,male,,"

北京某财经院校学生，专注于外汇、期货、美股和A股。

"
ObjectId(57d1605d5b5ef020c83782c4),Adrian WANG,3601,1374,1057,11918,,Global Management,,,Beijing,male,,
ObjectId(57d160605b5ef020c83782c5),盖伦,1,1,803,69,华中科技大学,新闻与传播学,,,,female,,
ObjectId(57d160625b5ef020c83782c6),大脑袋刀客,31641,4025,23,10406,新加坡国立大学,统计学,,,新加坡,male,,"

我的刀锋很冷，正如我的梗

"
ObjectId(57d1606a5b5ef020c83782c7),牛三斤,4,1,0,451,,,,,,male,,
ObjectId(57d1606e5b5ef020c83782c8),王阿点,62,8,28,94,忻州师院,汉语言文学,,,山西忻州,male,,
ObjectId(57d160705b5ef020c83782c9),叶催眉,26,10,32,13,,,,,,female,,"

就是这样而已

"
ObjectId(57d160745b5ef020c83782ca),李铁根,0,0,19,32041,,,,,,male,,
ObjectId(57d1607b5b5ef020c83782cb),SCV Liang,312,127,16,174,东南大学,,中国空间技术研究院,工程师,Rosenheim,male,,"

Geek

"
ObjectId(57d1607e5b5ef020c83782cc),吴玮,1796,498,55,26399,,,,,深圳市,male,,
ObjectId(57d1607f5b5ef020c83782cd),杰森,0,0,2,1,,,,,,male,,"

TENNIS

"
ObjectId(57d160865b5ef020c83782ce),朱莎,0,0,0,44207,,,,,,female,,"

退出知乎。各自安好。

"
ObjectId(57d160885b5ef020c83782cf),季梦非,0,0,12,1,,,,,,male,,
ObjectId(57d1608c5b5ef020c83782d0),拇姬,366,73,37,44092,,,,,,male,,
ObjectId(57d1608f5b5ef020c83782d1),孙天齐,18334,3491,16,14176,,,Vincross,CEO,北京,male,,"

"
ObjectId(57d160945b5ef020c83782d2),書淺,18546,5270,172,42361,,,,,北京,female,,"

¿Forza Iker? Siempre."
ObjectId(57d160985b5ef020c83782d3),豆腐丸子,2584,1066,357,1917,,,,,,female,,"

十年踪迹十年心。

"
ObjectId(57d1609c5b5ef020c83782d4),默识先生,30734,7430,52,23466,,,,,,male,,"

味道是检验美食的唯一标准，不要用理性替代味觉和嗅觉。

"
ObjectId(57d1609f5b5ef020c83782d5),Chen Cherry,14007,4066,143,11237,英属哥伦比亚大学 (UBC),经济学,,,Vancouver ,female,,"

WSET 4，Certified Sommelier，French Wine Scholar         懂一点酒，热爱尝新的猫奴一只，正在房地产里打滚求生

"
ObjectId(57d160a35b5ef020c83782d6),小辛zing,47003,16044,26,30244,香港中文大学 (Chinese University of Hong Kong),世界政治经济,香港中文大学(CUHK),硕士,香港,male,,"

小辛的环球美食纪录 美国 香港 澳大利亚 微信zingfood微博小辛zing"
ObjectId(57d160a55b5ef020c83782d7),李童鞋,408,118,441,470,,,,,,female,,
ObjectId(57d160a85b5ef020c83782d8),平氚,60056,9948,143,15509,,,,,,male,,"

1.关于签名，警察叔叔，我真的不是婴儿贩卖团伙成员，我只是个妇产科小医生！不要抓我，谢谢！     2.谢谢所有的点赞、感谢、关注、收藏和分享（哦，对了，其实是有分享的，但是坑货知乎显示不出来），第二高赞躺在折叠区。   3.头像就是本 ！ 4.不回答专业相关问题！

"
ObjectId(57d160aa5b5ef020c83782d9),Yinglin,1122,226,154,712,中山大学（SYSU）,临床医学,,,广州市,female,,"

你要蹲下来陪我一起做蘑菇吗？

"
ObjectId(57d160ad5b5ef020c83782da),刘硕,2429,222,21,95,,,,,杭州,male,,"

什么都会，什么都不会

"
ObjectId(57d160b15b5ef020c83782db),李明强,51,6,42,7,,,,,,male,,
ObjectId(57d160b35b5ef020c83782dc),江东陆伯言,22138,4496,2,8590,,,,,,male,,"

纵使路远，愿我是我。

"
ObjectId(57d160b55b5ef020c83782dd),杨骏的问答,125,16,11,265,,,,,,male,,"

夸父逐日

"
ObjectId(57d160b85b5ef020c83782de),立党,151353,20733,339,27780,Texas A&M University,Computer Engineering,人间动物园,当动物,休斯顿,male,,"

C++ / CV / SLAM / ML / 相声 / 梅花大鼓 / 京韵大鼓 / 单弦 / 天津美食 / 健身 / 菩提子 / 檀木 / 单身狗 / 约.

"
ObjectId(57d160bc5b5ef020c83782df),叫我电气小混混,16672,4002,652,14535,清华大学,电气工程,清华大学,打杂博士后,北京,male,,"

关注能源创新，用梦想和实践推动能源变革！

"
ObjectId(57d160bf5b5ef020c83782e0),张楠,49,15,81,77,巴黎综合理工学院（École Polytechnique）,,通用电气,,巴黎,female,,
ObjectId(57d160c15b5ef020c83782e1),陈代卓,1526,561,150,1916,哥伦比亚大学 (Columbia University),精修打杂专业,Citadel Investment,Flash Brothers,芝加哥,male,,"

来，咱们一起攀岩吧！

"
ObjectId(57d160c35b5ef020c83782e2),William Sun,2063,729,81,1556,北京大学,,,,北京,male,,
ObjectId(57d160c65b5ef020c83782e3),Jianchi Chen,37228,8671,393,24711,加州理工学院 (Caltech),学士,Prop Trading Shop,Algo Trader,芝加哥（Chicago）,male,,"

Raise a glass to freedom

"
ObjectId(57d160ca5b5ef020c83782e4),Micheala Lin,1536,276,95,162,西南财经大学,,,,上海,female,,"

人在囧途，处处有惊喜。

"
ObjectId(57d160cc5b5ef020c83782e5),空过为,1326,338,109,90,河海大学,水工,,,曹县,male,,"

那时我们有梦 关于文学，关于爱情 关于穿越世界的旅行 如今我们深夜饮酒 杯子碰到一起 都是梦破碎的声音

"
ObjectId(57d160d05b5ef020c83782e6),素合,3850,613,23,733,拉玛西亚青训营,梅吹,鱼人永不败,娜迦海妖,,female,,"

有我在的地方哪里都是我的主场。

"
ObjectId(57d160d35b5ef020c83782e7),松虫,0,0,1,1,,,,,,male,,"

扔个骰子，上面是几就睡几个小时。

"
ObjectId(57d160d65b5ef020c83782e8),刘小小,37717,10272,184,28149,,,,,北京,female,,"

幽堂昼深，清风忽来好伴，虚窗夜朗，明月不减故人。

"
ObjectId(57d160d85b5ef020c83782e9),sodas s,71,9,55,20,,,,,北京,male,,"

啥都懂一点的小白

"
ObjectId(57d160d95b5ef020c83782ea),洛姬,0,0,0,1735,,,,,,female,,
ObjectId(57d160dc5b5ef020c83782eb),豆角,0,0,3,2,,,,,,male,,
ObjectId(57d160de5b5ef020c83782ec),猫不群,1017,154,77,17460,,心理学,,,北京,male,,"

最后声明：1，我本人没有和知乎上的任何人发生过肉体关系；2，我本人也不是另一位当事人的前男友；3，某成人论坛上的东西也不是我发的，别来跟我要全套；4，在本人手中的东西中，本人不是男主角；5，本人手中的东西中，有些东西，并不仅仅属于另一位当事人的隐私范畴，具体是什么，我不可能透露；6，这些东西并不是本人自己寻找的，是别人主动给我的，而且不只一个；7，这些东西不仅仅涉及知乎一个平台；8，我希望那些匿名人士能停手，事情到了这个地步，我认为对另一位当事人已经形成了惩罚；9，我本人从今天起，不会对此事有任何回应，这几天的时间，我每天都要盯着这件事，已经影响到了我的工作效率；10，另一位当事人要是还愿意洗白就洗白，但是，我希望在你洗白的过程中，不要再对我进行污蔑和伤害，对我本人以及我的家人进行各种各样的损害；11，我只是转述一下另外几个给我资料的人那些话，她们希望你永远不要再回知乎。你要是愿意回，她们做什么，跟我无关。12，不管怎么样，还是要对另一位当事人及当事人的未婚夫道歉，我希望你们能在以后的日子里永结连理，夫妻同心；13，知乎只是一个小天地，对于真正有才华的人，出了知乎，也照样能闯出一片天地。

"
ObjectId(57d160e25b5ef020c83782ed),晓茜同学,4460,1209,16,5116,,,飞行员,,洛杉矶,female,,"

what is broken can be reforged

"
ObjectId(57d160e55b5ef020c83782ee),胡洋,3266,1176,323,18190,,,Glow,Product Designer,上海,female,,"

Be interesting.

"
ObjectId(57d160e75b5ef020c83782ef),杨帆,6187,1416,199,1266,,,,,,male,,
ObjectId(57d160e95b5ef020c83782f0),倪海宇,3669,994,692,2439,PKU,,太能沃可,CEO,北京,male,,"

做游戏的、做移动互联网的。"
ObjectId(57d160ec5b5ef020c83782f1),Yoko,4585,998,99,2359,武汉音乐学院,,Yoko音乐工作室,,武汉,female,,"

“你吃掉了著名人物的肉，他们的精华在你血液中奔流，当你再次吃掉人肉，你就暂时获得了凯撒的智慧、豪斯先生的幸运、猫王的魅力和金宝总统的力量。”

"
ObjectId(57d160ee5b5ef020c83782f2),王博,648,218,79,726,INSEAD,,麦肯锡,,新加坡,male,,"

人如其名

"
ObjectId(57d160f05b5ef020c83782f3),vergissmeinnich,6,8,65,17,,,,,长沙,male,,
ObjectId(57d160f35b5ef020c83782f4),马杰,20,8,69,1297,,,百度,安全事业部总经理,,male,,
ObjectId(57d160f55b5ef020c83782f5),王晨光,0,0,20,5,,,,,,male,,
ObjectId(57d160f75b5ef020c83782f6),王利芬,0,0,10,33359,,,,,,male,,
ObjectId(57d160fb5b5ef020c83782f7),杨勃 (阿北),7904,1347,52,126357,,,,,,male,,
ObjectId(57d160fd5b5ef020c83782f8),吴迪,0,0,49,51,,,,,,male,,
ObjectId(57d160ff5b5ef020c83782f9),freak,0,0,14,47,,,,,,male,,
ObjectId(57d161045b5ef020c83782fa),负二,158447,31483,1260,393008,想学写小说吗,我不会教你的,,,上海,male,,"

《时间中的侦探》作者

"
ObjectId(57d161065b5ef020c83782fb),徒骇,13371,2730,100,1160,,,,,,male,,"

懒癌IV期合并拖延症3级（极高危）

"
ObjectId(57d1610a5b5ef020c83782fc),王逍瑕,45573,5913,149,7460,,,,,,male,,"

中国艺术研究院戏剧与影视系戏剧戏曲专业曲艺理论与批评方向研究生兼大个的艺术家……我可没……没缓气……

"
ObjectId(57d1610c5b5ef020c83782fd),杨斯文,20510,3812,13,1449,,,,,,male,,"

喜欢骂傻逼

"
ObjectId(57d1610e5b5ef020c83782fe),绯春,4100,1151,1,2455,,,,,苏州,female,,
ObjectId(57d161115b5ef020c83782ff),qsssssss,0,0,43,26,,,,,,male,,
ObjectId(57d161135b5ef020c8378300),公帅,3498,1104,123,5170,,,美股交易,交易员,上海,male,,"

鱼跃此时海，花开彼岸天。

"
